Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
b686900ef89781890c7497cd48289e1f,"tangle jr. original fidget toy, set of 3!",1.0,8.68,Amazon Business
27fd747a1b604ab14aa57116de22b7f4,"apple ipad mini 4 (128gb, wi-fi, gold)",3.0,339.99,Amazon Business
67b587e93ee02a10dedcfe694db4a9a3,lego classic large creative brick box 10698,1.0,47.99,Amazon Business
c936ad6572221d4014b0fde090210a6d,ll869x - magnetic write & wipe mini board - set of 10,3.0,28.5,Lakeshore Learning Materials
85046063459110aa5dccec2b1d5a9bdf,"i. storyworks , grades 3-6 (min. 10 subscriptions per order)",25.0,6.99,Scholastic Classroom Magazines
92bb35b24feb04a74ce50b6fd066a742,hp 711 (cz134a) cyan inkjet cartridges multi-pack (3 cart per pack),1.0,66.29,Staples Advantage
c20f1b00d1a4dc8343f92f5079b875f0,cindy ellen: a wild western cinderella,1.0,6.29,Amazon Business
e351d67a437ada28c3151b58087c7f09,"expo dry-erase kit, low odor (80054)",8.0,13.71,Staples Advantage
05da026b7dc230f4f358b96808ee390b,rr469 - watch-it-grow window greenhouse - set of 20,2.0,69.99,Lakeshore Learning Materials
8153a2755cad3e4ae2ff2c31b21dd62c,alice adventures in wonderland & through the looking-glass,20.0,5.99,Amazon Business
2aa10666d79bcc03584602f358d5b73f,panasonic rp-ht21 lightweight headphones with xbs port,1.0,4.99,Amazon Business
228872e0c0b9c2369f5e9b5bccedf3cb,fault lines (red rhino nonfiction) (red rhino books nonfiction),1.0,9.95,Amazon Business
deacfd69d0ba056186353385cdcb881b,"fiskars round the corner punch squeeze 1/4""",1.0,11.51,Quill.com
1f8a5accfd44986c8dd3cb87f7845e1f,"sunworks construction paper, 9""x12"", orange, 50 sheets",1.0,5.2,Amazon Business
ac7ec74dc749b47cf23bea6e2c1067b0,"apple ipad mini md531ll/a (16gb, wi-fi only, white / silver)",1.0,244.94,Amazon Business
4d69f01137b7be399ff33c37bf0214c0,"avery durable view binder, 2"" slant rings, 500-sheet capacity, durahinge, white (17032)",4.0,3.95,Amazon Business
03d2290b558d21dca4f32864c95b369e,behringer hpm1000 multi-purpose headphones,5.0,9.99,Amazon Business
3c921c5a44a9d0bd5c1e4f2ad05e7ec1,will shortz presents tame kenken,1.0,8.75,AKJ Education
34b3000a4dd8440a278a947edece3b95,[newest design] remote control ocean wave projector 12 led &7 colors night light with built-in mini music player for living room and bedroom (12 led black),1.0,23.99,Amazon Business
63d94d31fceaf0447de76a761ebd8e73,hungry planet: what the world eats,25.0,16.98,Amazon Business
742533982188734c24009267a07d8cb3,lilgadgets untangled pro children's wireless bluetooth headphones black,5.0,49.95,Amazon Business
f8186fc824ef3bb384c52f2d360bc025,3 mil double letter laminating pouches qty 100 hot 11-1/2 x 17-1/2 laminator sleeves,1.0,24.42,Amazon Business
e8ec82aa8f58c6b87c8051edf76dc85a,magna-tiles clear colors 100 piece set,1.0,118.09,Amazon Business
86539099a29b09b7c3eaa4208163e3c0,usagi yojimbo saga volume 1,1.0,18.86,Amazon Business
60183abb1bdd4dab56e5a643cc53fbec,re888 - window blocks,1.0,49.99,Lakeshore Learning Materials
7d56d434818bcc2f870fa6939a724775,impulse,1.0,4.22,Amazon Business
cc8910869c35aa58deecaf2d9c3009d6,3 pack of premium crystal clear screen protectors for apple ipad,3.0,4.43,Amazon Business
c0a9fbad77e33f8ca6537c5113f8bb22,"rg costumes 50's pink lady jacket, child large/size 12-14",5.0,14.56,Amazon Business
272f1cfc2adbb52de26e239965a0c888,pp897 - stem journal - gr. 2-3 - set of 10,1.0,29.99,Lakeshore Learning Materials
f53e539605cfe5cf41c5a3e81fcd21b1,child super hero cape ,100.0,3.99,
2ac94acb94cd0b2830a7c94117515fab,val-u-pak cd listening center with 6 station,1.0,165.0,Amazon Business
3f552cc665020bf85f656346cc1b389f,what was the alamo?,1.0,4.37,AKJ Education
a256c42fedbe4a2d0cf53ea135b11910,uxcell® bristle hair furniture paint brushes 1.5 inch wide 5 pcs,1.0,8.81,Amazon Business
8990a6d19c4b58774769b6daedc2949c,puppet theatre with dry erase panel,1.0,254.96,Kaplan Early Learning Company
16cfbb541e3ba740050910f1ee0c7257,la689 - flex-space collaborative floor work space bundle,1.0,436.01,Lakeshore Learning Materials
40c00688ce46d7f56752fe1e104d3d7b,"school smart graph papers - 8-1/2 x 11 , 1/4 rule, two sides - pack of 500",4.0,6.11,Amazon Business
c7ba5e2c2905e0a5a3afbb9997b7f680,ll614 - level d nonfiction book bin - k-gr. 1,1.0,36.99,Lakeshore Learning Materials
fe3bebb9e58054b5ca1bdf934345ac02,tech armor apple ipad mini premium hd clear screen protector with lifetime replacement warranty [3-pack] - retail packaging,2.0,7.95,Amazon Business
f4cd49528dc3aed84dfcdc131f6aeb9e,"littlebits steam student set, up to 4-students",1.0,289.99,Amazon Business
02f76851bbb2934c9f13911be7c9fae5,regulation wooden mechanical chess clock,1.0,29.95,Amazon Business
21aa1047dd5b8ee95668882462737efd,biscuit book and cd biscuit book and cd,1.0,7.29,AKJ Education
f9a50810d34dbe159d2957e8e467f2ec,harriet can carry it,1.0,14.55,Amazon Business
90be8c1f2be0ce9198a73ccef4dcce4b,belkin rockstar multi headphone splitter (blue),3.0,14.99,Amazon Business
5b816687621f04219940b989bc10ad81,cheerwing cw4 rc drone with 720p hd camera 2.4ghz rc quadcopter with altitude hold mode and one key take off landing plus bonus battery,5.0,49.98,Amazon Business
28139ad7c334e8558b1a794454bc7aab,andrew draws,1.0,13.56,Amazon Business
997f69a01ef75c86e1ca9d2f3eb2cff2,lorenz corporation / milliken - discover nutrition & health gr 4-6,1.0,8.95,Teachers' School Supply
a16ded2df12edcee23a78f959abd9be9,ll729 - level r nonfiction book bin - gr. 4,1.0,42.99,Lakeshore Learning Materials
ab098628bc12901d3a996bf015143685,of mice and men- penguin classics,3.0,10.22,AKJ Education
6ebb642eab1c98efcc668e7caca39bc4,muse,1.0,24.95,Amazon Business
eee2afec5e616527d8648c3b524dba71,horrible harry moves up to the third grade,1.0,3.64,AKJ Education
f153b4a86e14be4230b6a446d9b21539,apple - ipad (latest model) with wifi - 32gb - space gray,1.0,329.99,Best Buy Education
d4482a26617b8836a2680854bb6e11bb,"sanho yopo dynamic movement sensory sox, medium,6-9 years old, 47''lx27''w orange",1.0,29.96,Amazon Business
72039e807192083264c5d2527e498540,hh177 - read & comprehend science activity folders - gr. 3,1.0,49.99,Lakeshore Learning Materials
97b0f26061504de20da4c85dfa824c40,"35"" boxed surprise party hat balloon",10.0,0.99,
ba3246e9d343ecb11e941d15967e781c,tt916 - level f extra book set - gr. 1 - library 2,1.0,31.0,Lakeshore Learning Materials
723470629654a3a4511027edb67410d7,healthy snacks and bars variety pack gift snack box - bulk sampler (care package 56 count),10.0,35.6,Amazon Business
b2bc39d2563ce9d75391b04d81292f69,50394330 - flutophone and tonette for beginners,1.0,5.95,Amazon Business
55ac8724692f5a51eeff4305c03f7eba,playing cards - fitdeck yoga st/56,6.0,14.19,School Specialty
6d13f4e3ce578498eeabac34335a42c9,magic color asst,1.0,4.74,School Specialty
09ad80ecb4c9c6db9734afc45630a17e,"happy birthday, martin luther king jr. (scholastic bookshelf)",1.0,5.17,Amazon Business
24709dcec220b3be8899b9d2be1e8e0a,skippyjon jones,1.0,6.99,Amazon Business
e8cd305c4ec85cc4633926ead2885358,nikon - sb-700 af speedlight external flash,1.0,329.77,Best Buy Education
c4c3190d8e0fdc4082e4c5d929ca3daf,book basket with label holder - yellow,1.0,6.76,Kaplan Early Learning Company
b3e366162f49cf86ec457cbec6d019d7,break your own geodes high quality kit 12 whole geodes,2.0,24.95,Amazon Business
9e26ded669c09b8af5eeaffb29dc0a2c,wishes for beginners (fourth grade fairy),1.0,6.99,Amazon Business
24748f621d81cd72ea50127e37789579,hh499 - hear it! say it! practice center,1.0,49.99,Lakeshore Learning Materials
07b6f81b357945d158d6f11b5a5b6e80,green eggs and ham b,1.0,5.99,Amazon Business
bcaf06ee5ebca0faa0bf5ce123e56f96,australia (pull ahead books continents),1.0,7.95,Amazon Business
b698983a2df26d99a9d6e588cf453f06,bamboo people,5.0,6.53,AKJ Education
8791ae507f5547f328293ce0870b1579,rain,1.0,5.32,AKJ Education
df9d1839bb1d479163839bcfe1e74047,lc405bu - flex-space comfy floor seat - blue,2.0,49.99,Lakeshore Learning Materials
3da77addea3cfca7aefeb36cac344495,"01428-7001-montana spray cap - level 1, ultra skinny",2.0,0.38,Blick Art Materials
35480d3e42768207b26dabf08787cbdb,"elmer's all purpose school glue sticks, washable, 60 pack, 0.24-ounce sticks",5.0,18.21,Amazon Business
e65ba042489bf5eb8736d7f4c9bb784f,"didax learning lift-off! puzzle game, compound words",1.0,10.99,Staples Advantage
f90c7e14d3c5907b66fd65851567c290,a busy creature's day eating,1.0,12.75,Amazon Business
1dbe2ee14551d3843b7cdbe65668ae87,"roseart stamp n color markers, 10-count, assorted colors and designs (48263)",4.0,14.75,Amazon Business
fe6b94a8783833d24a104164e8881eae,lexar high-performance microsdhc 633x 32gb uhs-i/u3 (up to 95mb/s read) w/usb 3.0 reader flash memory card lsdmi32gbbnl633r,1.0,19.95,Amazon Business
19f2cfe05647aa847031858e25a7b032,"gaiam kids stay-n-play children's balance ball - flexible school chair, active classroom desk seating with stay-put stability legs, includes air pump, pink, 45cm",1.0,19.98,Amazon Business
f8568fcf49cef3b3f829a8028b4cb389,i just want to do it my way!: my story about staying on task and asking for help (best me i can be!),1.0,8.04,Amazon Business
10e1966ce7b541871ce465ece2fb3d91,"mead spiral notebook, college ruled, 1 subject, 70 sheets, 8"" x 10.5"", assorted colors, 24 pack",2.0,26.3,Amazon Business
e2966bbeb9b50c077678aea5dfe3b2c6,jj539 - write & wipe alphabet practice cards,1.0,19.99,Lakeshore Learning Materials
27667997937e627f31b47ea7d4174f41,learning resources tumble trax magnetic marble run,1.0,19.27,Amazon Business
e082f8f19c492b003e7ac36caadd5ee3,set of 2 huge bobbin thread for sewing and embroidery machine 1 black and 1 white 5500 yards each - polyester - embroidex,1.0,14.99,Amazon Business
90b874580d79038afb190d3601a42496,learning resources pop for addition & subtraction game,1.0,9.99,Amazon Business
d582392e8d5c020e37ce63a97d07462b,wolverines,1.0,8.76,AKJ Education
15a18ca5688b50b8ae393fe46424d3ba,ta51db - construction paper - 12&amp;#34; x 18&#34; - dark blue,1.0,2.29,Lakeshore Learning Materials
d4a3a7d4faf7a1875de77e9e659e725b,kensington presenter expert red laser with cursor control - presentation remote control,1.0,46.09,Best Buy Education
088e5e60fc75a6b3d36f4e0f84a3efc4,rotating platform,1.0,55.1,Carolina Biological Supply Company
8385fac2bb2a96599c67a23019cc998f,"glue dots permanent adhesive dot sheets, contains 60 (.5 inch) diameter dots (of111perm)",1.0,5.57,Amazon Business
8ea20b1644cbe725cf76fce74fe2a472,"iris 2.7 quart modular latching box, clear, 3.0""h x 7.0""w x 11.6""l",5.0,5.29,Staples Advantage
2d809a1519d3b6e402f881278588e309,elephants cannot dance! (an elephant and piggie book),1.0,5.29,Amazon Business
26dce212b1ed183d34f00a61b317859c,fv526 - fruit & vegetable cut-ups,1.0,29.99,Lakeshore Learning Materials
3853ba7ae26a7e6f3bfb20a934dbc34b,30531-1025 - magic mud multi-project pack - 25 lbs,7.0,26.26,Blick Art Materials
77118b5dfd614eca96ef4c0dde8e7a31,orion and the dark,2.0,12.67,Amazon Business
86688167f98e1e40941be200561d53ad,"rainbow super value construction paper, 9 x 12 inches, assorted colors, 500 count  (6555)",3.0,15.99,Amazon Business
e2cf6df27ee1d5dbaa19be26cb6c5f0b,"06421-3502:  princeton catalyst wedges and blades - shape 2, blade, 50 mm",1.0,11.98,Blick Art Materials
87d9f7ee96349c7b73d6b9612936dfa8,"astrobrights cardstock 8 1/2"" x 11"", 65 lb., 5-color ""happy"" assortment, 250 sheets",2.0,15.29,Quill.com
9eb8b4d06d351436f1852b43a26d2067,i see summer,1.0,5.79,Amazon Business
17982127b0dfb8e5261ea7d49dcc87f8,pencil sharpener vacuum mount,1.0,23.7,ABC School Supply
e34657803a7c5e5be290489ea95897fe,hh186 - big barrel of art sponges,1.0,19.99,Lakeshore Learning Materials
a60bbdf0a3618419be5f39facd49a65f,"sterilite 14138606 layer stack & carry box, 10-5/8-inch",2.0,11.97,Amazon Business
d386e0e1d5e3bfc9ac5a9540c96dfc5b,sir cumference and the sword in the cone,1.0,7.15,Amazon Business
5f159775b92368fd4edccce536d6a72b,"fireworx 20lb. color copy/laser paper 8-1/2x11"", letter size, bottle rocket blue",4.0,9.72,Quill.com
4c6a2249e193f09aaef33779528af0a2,autobiography of my dead brother,1.0,9.83,Amazon Business
b55763893b87a83895cff43e1daf8051,the boy in the striped pajamas,2.0,6.56,AKJ Education
b7d98e596d1b6dbfdf34dbec440d7965,growlab ii two-tier indoor garden,1.0,1269.9,Carolina Biological Supply Company
72861a9afa4ef99d85c91ef7d814e804,alto saxophone reeds,2.0,24.99,Woodwind and Brasswind
75aaf7b4cccd1c3d3f47564bcf71c3f4,"casual home 30-inch solid wood director chair, honey oak frame",2.0,58.78,Amazon Business
c15b5403bbc25ccd1042a6d719c5d20b,matilda,1.0,5.1,AKJ Education
cdfb1491ca726d6dcf2d7bf4cf67e580,aa417 - add & subtract word problem journal - set of 10,3.0,27.5,Lakeshore Learning Materials
18e1725685334bcbb8356ea1f88e58c8,touch blue,4.0,5.1,AKJ Education
cbb4371171615a364da02694ed7b74e8,dd370x - soft seats - set of 6,2.0,55.0,Lakeshore Learning Materials
017af2cf167f1ea766128756880d63e1,favorite series sampler - time warp trio (5 bk set),1.0,18.46,AKJ Education
acf4582ef0baa65cb9dbe8fc4222449c,dry erase board single sided 9x12 black,1.0,5.2,School Specialty
962dbf0e3821a6e67d8c41a87f40c86e,jj119x - at-your-seat storage sack - set of 10,2.0,99.5,Lakeshore Learning Materials
4c6da51267d310fe714abc11a287e5ed,keep your ear on the ball,1.0,7.16,AKJ Education
a99013321c8611c18310f4629e606833,"hodedah hid5 5-door wood storage cabinets, beech",1.0,80.99,Quill.com
4957736af81953259701b91d40c67120,"inflated stability wobble cushion, including free pump / exercise fitness core balance disc,blue,size: 13 inches / 33 cm diameter",2.0,16.99,Amazon Business
0b0f2d929c7f19579512d863c1a8b59e,"rutherford b., who was he?: poems about our presidents",1.0,13.03,Amazon Business
568c2f13bd9c9d733c0ea3ee0befc0e5,weather: poems for all seasons: (i can read book series: lev,1.0,3.64,AKJ Education
a41a1ce398af0f32719c3f353ffbcc09,office star worksmart freeflex fabric mid back ergonomic task chair with arm coal,1.0,170.99,Quill.com
73d53d1178fb2df90142aa7de798b047,hh515 - space-saver play kitchen,1.0,399.0,Lakeshore Learning Materials
f6adf97e83780d342a08187cb59d452a,ll131rd - paper tray lids - red,1.0,2.99,Lakeshore Learning Materials
9c3b5e1b4d5489ac89da9f7ddee0bad1,trip,,,
cc63ec487ba9508b1f6b87ddba61e0e3,twerp,1.0,6.29,Amazon Business
78b468a75b83dd5a5e84fced8159ea81,ll443 - how long is it? measurement center,1.0,39.99,Lakeshore Learning Materials
95a6766d95f0e51e26c43c3613501bc1,ff611 - writing common core standards learning center,1.0,29.99,Lakeshore Learning Materials
055310e43ac25f3e7ce8d0197c029b05,chair ball 55cm orange,30.0,28.39,School Specialty
fa3e97252f176147169186337a7ea8f3,revolutionary war resource pack,1.0,9.48,AKJ Education
1e0c989713af054def2a56462ec0eb87,"kore patented wobble chair, made in the usa, active sitting for toddler, pre-school, kids, and teens; kids don't have to sit still anymore - ""the best seat in any classroom""! - blue - kids (14in)",5.0,66.49,Amazon Business
8050acecdeab9c51635871bd11d90e68,xc343 - 9&amp;#34; x 11 1/2&#34; pouches,1.0,19.99,Lakeshore Learning Materials
41a2467c490edb416ef9b2a6650334f2,hp chromebook 11 g5   11 6    celeron n3060   4 gb ram   16 gb ssd,4.0,182.99,CDW-G
79fe216fb1397d3a174a8b8432c41112,"bic round stic xtra life ball point stick pen, medium point, 1.0 mm blue ink, 144-count",1.0,13.99,Amazon Business
5d79ad7f22058310ab003625e759a9f5,katie kazoo: who''s afraid of fourth grade?,1.0,2.25,AKJ Education
d37f613d2d8952cffbd48b9c087786ac,"brentwood fifi knife edge 18-inch pillow, lime",1.0,19.16,Amazon Business
daad320a37ceae46a3618d9c1c180116,se210 - sensory sand ice cream set,2.0,12.99,Lakeshore Learning Materials
1829c4b494221af700edb0fe221034cd,pp447 - giant geometric shapes,1.0,24.99,Lakeshore Learning Materials
e3435b4bf3beb5c12799d67b8f2a6b38,brother - tn310c high-yield toner cartridge - cyan,1.0,52.71,Best Buy Education
25a3e00a9779298465b303b8d2537a9c,osmo - coding game add on,2.0,39.99,Best Buy Education
1318908421f53933abcf0a7c637ac4b6,"ritz cracker sandwiches, cheese, 8-ct, 1.35 oz",6.0,2.78,Amazon Business
aa41375120dba277961e2e1a4693dce3,"sharpie tank style highlighters, chisel tip, lavender, box of 12",1.0,6.99,Amazon Business
813eaed199bd153b6cc5f702949381d1,57497-1008 - x-acto knife - #8 lightweight retractable utility knife,35.0,2.13,Blick Art Materials
43242c9304bfe02c7ab4792be632b4f6,ll300 - dishwasher-safe plastic basket - large,5.0,16.99,Lakeshore Learning Materials
b543ab863c0b74dd1db4324004d53d19,"safety goggles, large, assorted colors, value pack of 10",2.0,47.92,Carolina Biological Supply Company
ef8f0a1589c21b600ba4924eedd9032a,dd128 - science discovery chest,1.0,199.0,Lakeshore Learning Materials
781cdf2bc8b88756bdf42de697dacf3d,"giddy buggy tote, set of 4",1.0,14.19,School Specialty
640b1442250acc6ee76799bd2be7ff31,time for kids - 5-6 combo bundle - 28 issues / minimum of 10 subscriptions,44.0,5.5,TIME for Kids
1de3996bd0b65b457691fbfb35e49876,the giver (giver quartet),30.0,7.19,Amazon Business
ca02139a3a2e717c0c60d41feeadeb03,mercy watson: something wonky this way comes,1.0,4.54,Amazon Business
ee658318daa00764774737c166ef735c,re309 - single student read-alongs library k-gr. 2,1.0,299.0,Lakeshore Learning Materials
a693bd252669a6e2c23478cab39fa273,220' foodsaf cott twine,1.0,8.29,Amazon Business
16b52e447fda27eea17cd454ae53ff44,"quill brand copy paper by the carton 8-1/2 x 11"", letter size, 500 sheets/ream, 10 reams/carton",1.0,47.99,Quill.com
ac4af0d573530986b0bb45fd428bfb29,gg923 - fiction & nonfiction paired passages - gr. 3,1.0,39.99,Lakeshore Learning Materials
3d50fcd77a3414cbbd04b5c1d3fbdf46,bloxels: build your own video game,1.0,34.99,Amazon Business
c790022ba07eb662e3cd840c4cf9f37b,sklz quick flat rung agility ladder with free sklz carry bag,2.0,26.44,Amazon Business
6338af2ba46309666720b85e1235bc9f,"brewster wall pops wpe99065 peel & stick calypso dry-erase dots with marker, 3-count, 13x13 inch",8.0,5.42,Amazon Business
235b116fcb6750afbbbd73d548d939da,mary wore her red dress and henry wore his green sneakers me,1.0,8.02,AKJ Education
1bc20bbdc1e33b4c417083d1efb0ca18,lego(r) bricks & more builders of tomorrow set (6177),6.0,29.71,Kaplan Early Learning Company
9a78faf221957512c7f8525e0fb6639b,jumpin monkeys,1.0,9.99,Amazon Business
da36873e8f8291a96465605696818a84,israel : the people debbie smith,1.0,5.8,AKJ Education
70e2cdb7c001458c2f91f8a5b52e80be,cosco resin folding chairs 4/pk,7.0,69.99,Staples Advantage
3ddeff9fb0010652fbe446f65f9293cc,"ecr4kids the surf portable lap desk/laptop stand/writing table, navy",1.0,25.0,Amazon Business
9de1c26ccae8bd15cbc37fbf68fe5206,"westcott kids 5"" pointed scissors",30.0,1.61,Quill.com
53f4a81a41a7224d74bd259ad380610f,rocket launch,1.0,24.2,School Specialty
e3c1690d6064444493db26168d7558fa,play-doh featuring despicable me minions disguise lab,1.0,9.96,Amazon Business
8c4144c10d75c3c989824ec2d168f4ee,"crayola colored pencils classpack, 240/box",1.0,28.39,Staples Advantage
e0154b9aaa03edd74d19321172f31e9a,what to do when your temper flares: a kid's guide to overcoming problems with anger (what to do guides for kids),1.0,8.68,Amazon Business
7e2dd7ae0b2b24c6d43d480581fd5435,speak,1.0,4.98,AKJ Education
eb48f14df300f62da6b0cbf1d80afc05,sony - cd boombox - black,1.0,86.29,Best Buy Education
411c1252b1dbf45a15549873e577425e,amulet #6: escape from lucien,1.0,7.44,Amazon Business
7fd8b8282716ea5aeddb8d2734932cba,looking at maps and globes,1.0,4.34,AKJ Education
9509d06c96aefb32761138e90f4ef33a,forum novelties white black child size crinoline petticoat tutu skirt,1.0,15.52,Amazon Business
9938db0dcbfb3ddec3aac4b7dfab5e37,"the ultimate spanish verb review and practice, second edition (ultimate review and practice)",14.0,11.49,Amazon Business
ce2d3a3a35178ae626cbafbd18dcc148,leveled library set 3: level n - grade 3,1.0,22.06,Kaplan Early Learning Company
2ebcadeae48d95a2321eeb0095e968c9,belkin b2b074 store and charge station,1.0,202.99,Quill.com
4915d34984ee292d57e83fa712aeabbd,apple&#174; ipad&#174; mini wi-fi - tablet - ios 6 - 16 gb - 7.9,1.0,299.99,Best Buy Education
0ef1e6c6d40df152256abd2292f2fcf6,lm593 - united states carpet - 6' x 9',1.0,279.0,Lakeshore Learning Materials
55f86296a1896ab4a9fbc67e59f9e73d,acer t232hl abmjjz 23-inch (1920 x 1080) touchscreen widescreen monitor,1.0,289.57,Amazon Business
ec7a99a12af891534f6a3719ce4f2a8d,the adventures of beekle: the unimaginary friend,1.0,8.95,Amazon Business
352cd5ac9ebec7a75c83b5c743ff09d4,ll965 - teaching fluency skills activity center,1.0,29.99,Lakeshore Learning Materials
c14325b475187a0aa9638eabb4e6cc17,"miss suki is kooky! (my weird school series #17) dan gutman,",1.0,3.64,AKJ Education
eae0b9a4e7845a95ca12ff0fdc864cda,the family under the bridge,1.0,3.44,Amazon Business
cd1f57142cd6683958172eea478adf7b,canon - ef 70?300mm f/4.5?5.6 do is usm telephoto zoom lens - black,1.0,1463.39,Best Buy Education
8e984ab6b20053e910b38e7a4ef9edcc,ivy and bean boxed set 2 (books 4-6),1.0,11.52,Amazon Business
fe39be3504363494d5090cf393baaabe,caroline''s secret message,1.0,6.26,AKJ Education
7880ec43b5893e774681fd0a62c92b94,osmo coding set,15.0,49.95,Amazon Business
40fa27bfbf6a7a08de0828388f9d3472,gripcase gripbase   stand,1.0,22.7,CDW-G
ecb37e0e4cb98fe4a99acc1369fc5427,who is j.k. rowling?,1.0,4.85,Amazon Business
7383b203bc55e5ab239da285ce761dc8,perfect poems for teaching sight words,1.0,13.56,Kaplan Early Learning Company
29c2329c3a38a0ba9beadd8cb326e5e4,qt-7 quartz metronome,9.0,14.99,Woodwind and Brasswind
1b42e2928f2852ac148e97045fa167b3,tt505z - lakeshore glue stick - dozen,3.0,4.99,Lakeshore Learning Materials
d7781b498d0011391314a4288bdd9a26,biscuit and the little pup (my first i can read),4.0,3.99,Amazon Business
52cce99ecf842da70d166affa371f27c,la583 - stand-up magnetic design center,1.0,79.99,Lakeshore Learning Materials
b8f346079d8ec3eb3216c32f3615ac75,"big joe classic bean bag chair, candy pink polka dot",1.0,37.32,Amazon Business
e2e1dbcbd9bab34f460633c1c29fca10,"apple ipad mini 2 with retina display 2048 x 1536 16gb, wi-fi, 1.3 ghz, 1 gb ddr2, 5 mp (silver)",3.0,243.78,Amazon Business
83dceac4e745547611d58b3f942130b7,aero zipp,2.0,15.26,Kaplan Early Learning Company
1400b026ccaef39831f4c7a7d508f855,why the frog has big eyes,1.0,2.88,AKJ Education
bd8f6919e74b6d17b48d882f19ef8042,amelia bedelia and the cat,1.0,2.91,AKJ Education
815f8965a2ba232b75cc58de6c9ee22e,grossology and you: really gross things about your body,1.0,9.89,Amazon Business
6491e2c7c9a1da88028ee9c46d439209,re570x - my first i can read! read-alongs ,1.0,159.0,Lakeshore Learning Materials
8768fec7f63187c1356cc017a8197513,write-on/wipe-off 120 number mats (set of 10),2.0,11.86,Kaplan Early Learning Company
c04114349bf61973ff52905eef6547bf,"makeblock diy starter robot kit - premium quality - stem education - arduino - scratch 2.0 - programmable robot kit for kids to learn coding, robotics and electronics (ir version)",2.0,116.91,Amazon Business
51cd8dd8d271fa2dfa9d5426004d3f05,arthur writes a story: an arthur adventure (arthur adventure series),1.0,7.0,Amazon Business
cda96039e78b44b55b7a818a6e4dfe4a,"mott's medleys fruit flavored snacks, assorted, 24 count",4.0,3.94,Amazon Business
f0078c4f8cc11a1f29f219149d904bf4,echo,1.0,11.99,Amazon Business
f6707bbc6018ec36602647b1789c1aa2,who are venus and serena williams? (who was?),1.0,5.69,Amazon Business
00b8bc476f042198f67fb40e58e1010e,cat and the bird in the hat (hello reader (level 1)),1.0,5.38,Amazon Business
eeeb626aa2a9472d5fe8540340541b63,kamo 5pcs 0.4mm drill bits for 3d makerbot printer nozzle cleaning kit,1.0,9.39,Amazon Business
2a673e1e671ddee14d7eec9deca1612b,the butter battle book: (new york times notable book of the year) (classic seuss),1.0,12.75,Amazon Business
e32144943c2e9945677bb17b6bec8ca6,first grade math exit slips bundle,1.0,17.0,
918943882bfab561fee7f76196f4ba42,"argos ps25 polystyrene disposable serological pipettes, 25ml capacity, 0.2ml graduations, green (case of 150)",1.0,146.0,Amazon Business
2f0f9bf92fc29bae71fbdf0bda4b95a5,holes,1.0,5.83,AKJ Education
a80de209858b05e8afcdd35dd0f2e288,let it shine: stories of black women freedom fighters,1.0,6.12,Amazon Business
3716e7d47e3d9dd3825f85f1e26ae595,football hero a football genius novel,1.0,5.1,AKJ Education
ec15f258dcd52fca7128c8e19597555c,there's a boy in the girls' bathroom,1.0,7.8,Amazon Business
cb6905d5fbc6942579f73f07455c4802,"let's find out spanish, pre-k - k (min. 5 subscriptions per order) - 32 issues / min. 5 subscriptions / pre-k–kindergarten",25.0,5.25,Scholastic Classroom Magazines
4762f2f5c45bc36c83b1b141e8ade33d,. . . if you were there when they signed the constitution,1.0,5.71,Amazon Business
a7c031ef6223b58de84bbb44430c916f,dd213 - math skills test prep practice cards - gr. 3,1.0,39.99,Lakeshore Learning Materials
fbbb47a446acf7260d82cbb390998009,sw - purple tang (red sea) - small,1.0,159.99,
3cce0fa6af63d2a8ee0554f8807f38eb,aa758x - connect & store book bins - set of 6,4.0,29.5,Lakeshore Learning Materials
01a54277213828a91564292f1cbecd0e,hatchet (pb),1.0,5.19,AKJ Education
af64b8cf938fa6b6617ffb7232e9fbb8,paint crayola washable yellow gallon,1.0,20.42,School Specialty
ae44e883d3fd321a455d01a388487bc5,little bear (common core exemplar),1.0,2.88,AKJ Education
64fc6b14f553d8630df54b34aa8f08da,henry's freedom box: a true story from the underground railroad,1.0,11.96,Amazon Business
a2dfd2386d519c2c4d4a8263edb2a0b2,nerd camp,1.0,6.99,Amazon Business
998ec1c59bf845ee73a94247c1221a7d,snow day,1.0,2.59,AKJ Education
bb12a1ed6fe686812e43252e27f979dc,paint tempera blue washable art time gallon,1.0,11.68,School Specialty
3099b82ec754c1154305ccf1ee6daa83,"the classics large binder clips (36), 1.25-inch wide, 36 count, black/silver (tpg-39806)",1.0,17.07,Amazon Business
0ab48123591813e57bd7fbf0c1538023,pcpa 700-799.99 adh repair plan,1.0,139.99,Woodwind and Brasswind
76c7ec36e65c60194184be2b2a1d2166,the lorax (classic seuss),1.0,8.44,Amazon Business
88ff6fdc38f1d92476498909b3d9dfca,hp chromebook 11 g5   11 6    celeron n3060   4 gb ram   16 gb ssd,5.0,182.99,CDW-G
6de19ff315ea8f6b4c5417bf384b5b91,screwdriver bit kitdrill  drive65pc,1.0,60.76,Grainger
9a34e8a6ded61f771142957dc3ff7355,"the curse of the acropolis: athens, greece (around the world in 80 mysteries) (carole marsh mysteries)",1.0,5.95,Amazon Business
