Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
c958e75e21d53971336749b52cf6bf75,Austin,Texas,No,787
146d3f31fc377a4c4a15544dc5e7ce8a,Miami,Florida,No,331
b966442aad238d36dc322c9739c1e262,Naperville,Illinois,No,605
ca6a2224171e16cc5da36f1b8eac0a33,Bronx,New York,No,104
18dfbc3ca0d4de3d2303f6c6d69d42f1,Charlotte,North Carolina,No,282
41c8ca8c2a1f955ad499da9945c45a3e,Durham,North Carolina,No,277
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx01,Houston,Texas,No,770
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx02,Houston,Texas,Yes,770
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx03,Houston,Texas,No,770
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx04,Dallas,Texas,No,752
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx05,Dallas,Texas,No,752
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx06,Dallas,Texas,No,752
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx07,Austin,Texas,No,787
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx08,Austin,Texas,Yes,787
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx09,San Antonio,Texas,No,782
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx10,San Antonio,Texas,No,782
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx11,Houston,Texas,No,770
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx12,Dallas,Texas,No,752
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx13,Austin,Texas,No,787
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx14,San Antonio,Texas,No,782
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx15,Fort Worth,Texas,No,761
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx16,Fort Worth,Texas,No,761
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx17,El Paso,Texas,No,799
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx18,El Paso,Texas,No,799
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx19,Arlington,Texas,No,760
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tx20,Corpus Christi,Texas,No,784
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny01,New York,New York,No,100
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny02,New York,New York,No,100
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny03,New York,New York,Yes,100
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny04,Buffalo,New York,No,142
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny05,Buffalo,New York,No,142
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny06,Rochester,New York,No,146
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny07,Rochester,New York,No,146
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny08,Yonkers,New York,No,107
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny09,Syracuse,New York,No,132
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny10,Albany,New York,No,122
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny11,New York,New York,No,100
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny12,New York,New York,No,100
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny13,Buffalo,New York,No,142
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny14,Rochester,New York,No,146
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ny15,Syracuse,New York,No,132
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl01,Miami,Florida,No,331
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl02,Miami,Florida,No,331
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl03,Orlando,Florida,Yes,328
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl04,Orlando,Florida,No,328
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl05,Tampa,Florida,No,336
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl06,Tampa,Florida,No,336
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl07,Jacksonville,Florida,No,322
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl08,Jacksonville,Florida,No,322
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl09,Tallahassee,Florida,No,323
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl10,Fort Lauderdale,Florida,No,333
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl11,Miami,Florida,No,331
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl12,Orlando,Florida,No,328
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl13,Tampa,Florida,No,336
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl14,Jacksonville,Florida,No,322
a1b2c3d4e5f6a7b8c9d0e1f2a3b4fl15,St. Petersburg,Florida,No,337
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il01,Chicago,Illinois,No,606
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il02,Chicago,Illinois,No,606
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il03,Chicago,Illinois,Yes,606
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il04,Aurora,Illinois,No,605
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il05,Rockford,Illinois,No,611
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il06,Joliet,Illinois,No,604
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il07,Naperville,Illinois,No,605
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il08,Springfield,Illinois,No,627
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il09,Chicago,Illinois,No,606
a1b2c3d4e5f6a7b8c9d0e1f2a3b4il10,Aurora,Illinois,No,605
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh01,Columbus,Ohio,No,432
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh02,Columbus,Ohio,No,432
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh03,Cleveland,Ohio,No,441
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh04,Cleveland,Ohio,No,441
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh05,Cincinnati,Ohio,No,452
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh06,Cincinnati,Ohio,No,452
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh07,Toledo,Ohio,No,436
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh08,Akron,Ohio,No,443
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh09,Columbus,Ohio,No,432
a1b2c3d4e5f6a7b8c9d0e1f2a3b4oh10,Cleveland,Ohio,No,441
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga01,Atlanta,Georgia,No,303
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga02,Atlanta,Georgia,Yes,303
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga03,Augusta,Georgia,No,309
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga04,Columbus,Georgia,No,319
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga05,Savannah,Georgia,No,314
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga06,Athens,Georgia,No,306
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga07,Atlanta,Georgia,No,303
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ga08,Augusta,Georgia,No,309
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa01,Philadelphia,Pennsylvania,No,191
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa02,Philadelphia,Pennsylvania,No,191
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa03,Pittsburgh,Pennsylvania,No,152
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa04,Pittsburgh,Pennsylvania,No,152
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa05,Allentown,Pennsylvania,No,181
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa06,Erie,Pennsylvania,No,165
a1b2c3d4e5f6a7b8c9d0e1f2a3b4pa07,Philadelphia,Pennsylvania,No,191
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mi01,Detroit,Michigan,No,482
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mi02,Detroit,Michigan,No,482
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mi03,Grand Rapids,Michigan,No,495
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mi04,Warren,Michigan,No,480
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mi05,Sterling Heights,Michigan,No,483
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mi06,Lansing,Michigan,No,489
a1b2c3d4e5f6a7b8c9d0e1f2a3b4va01,Richmond,Virginia,No,232
a1b2c3d4e5f6a7b8c9d0e1f2a3b4va02,Virginia Beach,Virginia,No,234
a1b2c3d4e5f6a7b8c9d0e1f2a3b4va03,Norfolk,Virginia,No,235
a1b2c3d4e5f6a7b8c9d0e1f2a3b4va04,Chesapeake,Virginia,No,233
a1b2c3d4e5f6a7b8c9d0e1f2a3b4va05,Richmond,Virginia,No,232
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ma01,Boston,Massachusetts,No,021
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ma02,Boston,Massachusetts,No,021
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ma03,Worcester,Massachusetts,No,016
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ma04,Springfield,Massachusetts,No,011
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nj01,Trenton,New Jersey,No,086
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nj02,Newark,New Jersey,No,071
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nj03,Jersey City,New Jersey,No,070
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nj04,Paterson,New Jersey,No,075
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wa01,Seattle,Washington,No,981
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wa02,Seattle,Washington,No,981
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wa03,Spokane,Washington,No,992
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wa04,Tacoma,Washington,No,984
a1b2c3d4e5f6a7b8c9d0e1f2a3b4az01,Phoenix,Arizona,No,850
a1b2c3d4e5f6a7b8c9d0e1f2a3b4az02,Phoenix,Arizona,No,850
a1b2c3d4e5f6a7b8c9d0e1f2a3b4az03,Tucson,Arizona,No,857
a1b2c3d4e5f6a7b8c9d0e1f2a3b4az04,Mesa,Arizona,No,852
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tn01,Nashville,Tennessee,No,372
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tn02,Memphis,Tennessee,No,381
a1b2c3d4e5f6a7b8c9d0e1f2a3b4tn03,Knoxville,Tennessee,No,379
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mo01,St. Louis,Missouri,No,631
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mo02,Kansas City,Missouri,No,641
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mo03,Springfield,Missouri,No,658
a1b2c3d4e5f6a7b8c9d0e1f2a3b4md01,Baltimore,Maryland,No,212
a1b2c3d4e5f6a7b8c9d0e1f2a3b4md02,Frederick,Maryland,No,217
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wi01,Milwaukee,Wisconsin,No,532
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wi02,Madison,Wisconsin,No,537
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mn01,Minneapolis,Minnesota,No,554
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mn02,St. Paul,Minnesota,No,551
a1b2c3d4e5f6a7b8c9d0e1f2a3b4co01,Denver,Colorado,No,802
a1b2c3d4e5f6a7b8c9d0e1f2a3b4co02,Colorado Springs,Colorado,No,809
a1b2c3d4e5f6a7b8c9d0e1f2a3b4sc01,Columbia,South Carolina,No,292
a1b2c3d4e5f6a7b8c9d0e1f2a3b4sc02,Charleston,South Carolina,No,294
a1b2c3d4e5f6a7b8c9d0e1f2a3b4al01,Birmingham,Alabama,No,352
a1b2c3d4e5f6a7b8c9d0e1f2a3b4al02,Montgomery,Alabama,No,361
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ky01,Louisville,Kentucky,No,402
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ky02,Lexington,Kentucky,No,405
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ok01,Oklahoma City,Oklahoma,No,731
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ok02,Tulsa,Oklahoma,No,741
a1b2c3d4e5f6a7b8c9d0e1f2a3b4la01,New Orleans,Louisiana,No,701
a1b2c3d4e5f6a7b8c9d0e1f2a3b4la02,Baton Rouge,Louisiana,No,708
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ct01,Hartford,Connecticut,No,061
a1b2c3d4e5f6a7b8c9d0e1f2a3b4or01,Portland,Oregon,No,972
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ar01,Little Rock,Arkansas,No,722
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ut01,Salt Lake City,Utah,No,841
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ms01,Jackson,Mississippi,No,392
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ks01,Topeka,Kansas,No,666
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nv01,Las Vegas,Nevada,No,891
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nm01,Albuquerque,New Mexico,No,871
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ia01,Des Moines,Iowa,No,503
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wv01,Charleston,West Virginia,No,253
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ne01,Omaha,Nebraska,No,681
a1b2c3d4e5f6a7b8c9d0e1f2a3b4id01,Boise,Idaho,No,837
a1b2c3d4e5f6a7b8c9d0e1f2a3b4me01,Portland,Maine,No,041
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nh01,Manchester,New Hampshire,No,031
a1b2c3d4e5f6a7b8c9d0e1f2a3b4hi01,Honolulu,Hawaii,No,968
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ri01,Providence,Rhode Island,No,029
a1b2c3d4e5f6a7b8c9d0e1f2a3b4mt01,Billings,Montana,No,591
a1b2c3d4e5f6a7b8c9d0e1f2a3b4de01,Wilmington,Delaware,No,198
a1b2c3d4e5f6a7b8c9d0e1f2a3b4sd01,Sioux Falls,South Dakota,No,571
a1b2c3d4e5f6a7b8c9d0e1f2a3b4ak01,Anchorage,Alaska,No,995
a1b2c3d4e5f6a7b8c9d0e1f2a3b4nd01,Fargo,North Dakota,No,581
a1b2c3d4e5f6a7b8c9d0e1f2a3b4vt01,Burlington,Vermont,No,054
a1b2c3d4e5f6a7b8c9d0e1f2a3b4wy01,Cheyenne,Wyoming,No,820
a1b2c3d4e5f6a7b8c9d0e1f2a3b4dc01,Washington,District of Columbia,No,200
